<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> update
"election_year","State","Date","Candidate","party","days_till_election","id","value"
"2012","VA",2012-08-23,"Obama","D",75,14789,47
"2012","VA",2012-08-23,"Romney","R",75,14789,47
"2012","VA",2012-09-09,"Obama","D",58,14971,44
"2012","VA",2012-09-09,"Romney","R",58,14971,49
"2012","VA",2012-09-11,"Obama","D",56,15029,49
"2012","VA",2012-09-11,"Romney","R",56,15029,44
"2012","VA",2012-09-13,"Obama","D",54,15044,49
"2012","VA",2012-09-13,"Romney","R",54,15044,48
"2012","VA",2012-09-14,"Obama","D",53,15164,48
"2012","VA",2012-09-14,"Romney","R",53,15164,44
"2012","VA",2012-09-16,"Obama","D",51,15072,51.5
"2012","VA",2012-09-16,"Romney","R",51,15072,45
"2012","VA",2012-09-17,"Obama","D",50,15119,49.5
"2012","VA",2012-09-17,"Romney","R",50,15119,46
"2012","VA",2012-09-18,"Obama","D",49,15148,49
"2012","VA",2012-09-18,"Romney","R",49,15148,42
"2012","VA",2012-09-19,"Obama","D",48,15202,47.5
"2012","VA",2012-09-19,"Romney","R",48,15202,43
"2012","VA",2012-09-26,"Obama","D",41,15367,46
"2012","VA",2012-09-26,"Romney","R",41,15367,44
"2012","VA",2012-09-27,"Obama","D",40,15387,49
"2012","VA",2012-09-27,"Romney","R",40,15387,47
"2012","VA",2012-09-28,"Obama","D",39,15466,47
"2012","VA",2012-09-28,"Romney","R",39,15466,39
"2012","VA",2012-10-01,"Obama","D",36,15483,48
"2012","VA",2012-10-01,"Romney","R",36,15483,46.5
"2012","VA",2012-10-04,"Obama","D",33,15540,46.5
"2012","VA",2012-10-04,"Romney","R",33,15540,48.5
"2012","VA",2012-10-07,"Obama","D",30,15579,50
"2012","VA",2012-10-07,"Romney","R",30,15579,47
"2012","VA",2012-10-08,"Obama","D",29,15724,48
"2012","VA",2012-10-08,"Romney","R",29,15724,48
"2012","VA",2012-10-09,"Obama","D",28,15679,47.3333333333333
"2012","VA",2012-10-09,"Romney","R",28,15679,48.3333333333333
"2012","VA",2012-10-11,"Obama","D",26,15745,46.5
"2012","VA",2012-10-11,"Romney","R",26,15745,47
"2012","VA",2012-10-14,"Obama","D",23,15784,47
"2012","VA",2012-10-14,"Romney","R",23,15784,48
"2012","VA",2012-10-15,"Obama","D",22,16030,47
"2012","VA",2012-10-15,"Romney","R",22,16030,46
"2012","VA",2012-10-16,"Obama","D",21,15923,49
"2012","VA",2012-10-16,"Romney","R",21,15923,48
"2012","VA",2012-10-17,"Obama","D",20,16108,50
"2012","VA",2012-10-17,"Romney","R",20,16108,43
"2012","VA",2012-10-18,"Obama","D",19,15972,47
"2012","VA",2012-10-18,"Romney","R",19,15972,50
"2012","VA",2012-10-19,"Obama","D",18,15980,49
"2012","VA",2012-10-19,"Romney","R",18,15980,47
"2012","VA",2012-10-20,"Obama","D",17,16042,47
"2012","VA",2012-10-20,"Romney","R",17,16042,49
"2012","VA",2012-10-21,"Obama","D",16,16097,46
"2012","VA",2012-10-21,"Romney","R",16,16097,45
"2012","VA",2012-10-24,"Obama","D",13,16132,47.6666666666667
"2012","VA",2012-10-24,"Romney","R",13,16132,47.3333333333333
"2012","VA",2012-10-25,"Obama","D",12,16207,47.5
"2012","VA",2012-10-25,"Romney","R",12,16207,47.5
"2012","VA",2012-10-26,"Obama","D",11,16229,47.6666666666667
"2012","VA",2012-10-26,"Romney","R",11,16229,48.3333333333333
"2012","VA",2012-10-27,"Obama","D",10,16264,49
"2012","VA",2012-10-27,"Romney","R",10,16264,46
"2012","VA",2012-10-28,"Obama","D",9,16351,49
"2012","VA",2012-10-28,"Romney","R",9,16351,47
"2012","VA",2012-10-30,"Obama","D",7,16403,48
"2012","VA",2012-10-30,"Romney","R",7,16403,48
"2012","VA",2012-10-31,"Obama","D",6,16391,49
"2012","VA",2012-10-31,"Romney","R",6,16391,46
"2012","VA",2012-11-01,"Obama","D",5,16474,49
"2012","VA",2012-11-01,"Romney","R",5,16474,48
"2012","VA",2012-11-02,"Obama","D",4,16478,48
"2012","VA",2012-11-02,"Romney","R",4,16478,45.6666666666667
"2012","VA",2012-11-03,"Obama","D",3,16578,48
"2012","VA",2012-11-03,"Romney","R",3,16578,46
"2012","VA",2012-11-04,"Obama","D",2,16608,50.3333333333333
"2012","VA",2012-11-04,"Romney","R",2,16608,47
"2012","VA",2012-11-05,"Obama","D",1,16664,48
"2012","VA",2012-11-05,"Romney","R",1,16664,46
"2012","VT",2012-08-21,"Obama","D",77,14755,62
"2012","VT",2012-08-21,"Romney","R",77,14755,25
"2012","WA",2012-05-09,"Obama","D",181,13766,50
"2012","WA",2012-05-09,"Romney","R",181,13766,36
"2012","WA",2012-06-16,"Obama","D",143,14123,49
"2012","WA",2012-06-16,"Romney","R",143,14123,41
"2012","WA",2012-06-17,"Obama","D",142,14134,54
"2012","WA",2012-06-17,"Romney","R",142,14134,41
"2012","WA",2012-07-18,"Obama","D",111,14404,46
"2012","WA",2012-07-18,"Romney","R",111,14404,37
"2012","WA",2012-08-02,"Obama","D",96,14569,54
"2012","WA",2012-08-02,"Romney","R",96,14569,37
"2012","WA",2012-08-07,"Obama","D",91,15428,46
"2012","WA",2012-08-07,"Romney","R",91,15428,36
"2012","WA",2012-09-09,"Obama","D",58,14955,54
"2012","WA",2012-09-09,"Romney","R",58,14955,38
"2012","WA",2012-09-12,"Obama","D",55,15051,53
"2012","WA",2012-09-12,"Romney","R",55,15051,36
"2012","WA",2012-09-14,"Obama","D",53,15212,53
"2012","WA",2012-09-14,"Romney","R",53,15212,39
"2012","WA",2012-09-22,"Obama","D",45,15356,56
"2012","WA",2012-09-22,"Romney","R",45,15356,39
"2012","WA",2012-09-26,"Obama","D",41,15412,52
"2012","WA",2012-09-26,"Romney","R",41,15412,41
"2012","WA",2012-09-30,"Obama","D",37,15506,56
"2012","WA",2012-09-30,"Romney","R",37,15506,36
"2012","WA",2012-10-11,"Obama","D",26,15847,56
"2012","WA",2012-10-11,"Romney","R",26,15847,39
"2012","WA",2012-10-14,"Obama","D",23,15834,54.5
"2012","WA",2012-10-14,"Romney","R",23,15834,41
"2012","WA",2012-10-16,"Obama","D",21,15913,51
"2012","WA",2012-10-16,"Romney","R",21,15913,44
"2012","WA",2012-10-20,"Obama","D",17,16051,52
"2012","WA",2012-10-20,"Romney","R",17,16051,39
"2012","WA",2012-10-31,"Obama","D",6,16415,55.5
"2012","WA",2012-10-31,"Romney","R",6,16415,38
"2012","WA",2012-11-03,"Obama","D",3,16521,53.5
"2012","WA",2012-11-03,"Romney","R",3,16521,43
"2012","WI",2012-05-09,"Obama","D",181,13765,49
"2012","WI",2012-05-09,"Romney","R",181,13765,45
"2012","WI",2012-05-12,"Obama","D",178,13815,46
"2012","WI",2012-05-12,"Romney","R",178,13815,46
"2012","WI",2012-05-13,"Obama","D",177,13807,47
"2012","WI",2012-05-13,"Romney","R",177,13807,46
"2012","WI",2012-05-20,"Obama","D",170,13888,46
"2012","WI",2012-05-20,"Romney","R",170,13888,36
"2012","WI",2012-05-22,"Obama","D",168,13890,49
"2012","WI",2012-05-22,"Romney","R",168,13890,43
"2012","WI",2012-05-26,"Obama","D",164,13954,51
"2012","WI",2012-05-26,"Romney","R",164,13954,43
"2012","WI",2012-06-03,"Obama","D",156,14024,48
"2012","WI",2012-06-03,"Romney","R",156,14024,43
"2012","WI",2012-06-12,"Obama","D",147,14083,44
"2012","WI",2012-06-12,"Romney","R",147,14083,47
"2012","WI",2012-06-16,"Obama","D",143,14140,49
"2012","WI",2012-06-16,"Romney","R",143,14140,43
"2012","WI",2012-07-08,"Obama","D",121,14298,50.5
"2012","WI",2012-07-08,"Romney","R",121,14298,43.5
"2012","WI",2012-07-18,"Obama","D",111,14386,49
"2012","WI",2012-07-18,"Romney","R",111,14386,42
"2012","WI",2012-07-25,"Obama","D",104,14477,49
"2012","WI",2012-07-25,"Romney","R",104,14477,46
"2012","WI",2012-08-05,"Obama","D",93,14599,50
"2012","WI",2012-08-05,"Romney","R",93,14599,45
"2012","WI",2012-08-06,"Obama","D",92,14586,51
"2012","WI",2012-08-06,"Romney","R",92,14586,45
"2012","WI",2012-08-14,"Obama","D",84,14681,49
"2012","WI",2012-08-14,"Romney","R",84,14681,45
"2012","WI",2012-08-15,"Obama","D",83,14672,47
"2012","WI",2012-08-15,"Romney","R",83,14672,48
"2012","WI",2012-08-19,"Obama","D",79,14711,48
"2012","WI",2012-08-19,"Romney","R",79,14711,47
"2012","WI",2012-08-21,"Obama","D",77,14740,49
"2012","WI",2012-08-21,"Romney","R",77,14740,47
"2012","WI",2012-09-13,"Obama","D",54,15084,49
"2012","WI",2012-09-13,"Romney","R",54,15084,48
"2012","WI",2012-09-14,"Obama","D",53,15165,48
"2012","WI",2012-09-14,"Romney","R",53,15165,47
"2012","WI",2012-09-16,"Obama","D",51,15139,54
"2012","WI",2012-09-16,"Romney","R",51,15139,40
"2012","WI",2012-09-17,"Obama","D",50,15118,50
"2012","WI",2012-09-17,"Romney","R",50,15118,45.5
"2012","WI",2012-09-18,"Obama","D",49,15192,50
"2012","WI",2012-09-18,"Romney","R",49,15192,45
"2012","WI",2012-09-19,"Obama","D",48,15168,52
"2012","WI",2012-09-19,"Romney","R",48,15168,45
"2012","WI",2012-09-23,"Obama","D",44,15258,53
"2012","WI",2012-09-23,"Romney","R",44,15258,41
"2012","WI",2012-09-30,"Obama","D",37,15492,51
"2012","WI",2012-09-30,"Romney","R",37,15492,40.5
"2012","WI",2012-10-01,"Obama","D",36,15725,51
"2012","WI",2012-10-01,"Romney","R",36,15725,44
"2012","WI",2012-10-06,"Obama","D",31,15566,49
"2012","WI",2012-10-06,"Romney","R",31,15566,47
"2012","WI",2012-10-08,"Obama","D",29,15721,50
"2012","WI",2012-10-08,"Romney","R",29,15721,46
"2012","WI",2012-10-09,"Obama","D",28,15660,50.5
"2012","WI",2012-10-09,"Romney","R",28,15660,48
"2012","WI",2012-10-11,"Obama","D",26,15850,51
"2012","WI",2012-10-11,"Romney","R",26,15850,47
"2012","WI",2012-10-14,"Obama","D",23,15886,49
"2012","WI",2012-10-14,"Romney","R",23,15886,48
"2012","WI",2012-10-15,"Obama","D",22,16079,50
"2012","WI",2012-10-15,"Romney","R",22,16079,47
"2012","WI",2012-10-17,"Obama","D",20,15938,49.5
"2012","WI",2012-10-17,"Romney","R",20,15938,45.5
"2012","WI",2012-10-18,"Obama","D",19,15960,48.5
"2012","WI",2012-10-18,"Romney","R",19,15960,46
"2012","WI",2012-10-20,"Obama","D",17,16021,51
"2012","WI",2012-10-20,"Romney","R",17,16021,46
"2012","WI",2012-10-24,"Obama","D",13,16159,51
"2012","WI",2012-10-24,"Romney","R",13,16159,45
"2012","WI",2012-10-25,"Obama","D",12,16185,48.5
"2012","WI",2012-10-25,"Romney","R",12,16185,46
"2012","WI",2012-10-28,"Obama","D",9,16383,51
"2012","WI",2012-10-28,"Romney","R",9,16383,43
"2012","WI",2012-10-29,"Obama","D",8,16397,50
"2012","WI",2012-10-29,"Romney","R",8,16397,46
"2012","WI",2012-10-30,"Obama","D",7,16352,50
"2012","WI",2012-10-30,"Romney","R",7,16352,47
"2012","WI",2012-10-31,"Obama","D",6,16431,49
"2012","WI",2012-10-31,"Romney","R",6,16431,47
"2012","WI",2012-11-01,"Obama","D",5,16473,52
"2012","WI",2012-11-01,"Romney","R",5,16473,45
"2012","WI",2012-11-02,"Obama","D",4,16503,48
"2012","WI",2012-11-02,"Romney","R",4,16503,42
"2012","WI",2012-11-03,"Obama","D",3,16530,51.3333333333333
"2012","WI",2012-11-03,"Romney","R",3,16530,46.6666666666667
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> update
"2016","AK",2016-08-29,"Clinton","D",71,25407,29
"2016","AK",2016-08-29,"Trump","R",71,25407,39
"2016","AK",2016-09-01,"Clinton","D",68,25357,35
"2016","AK",2016-09-01,"Trump","R",68,25357,43
"2016","AK",2016-09-15,"Clinton","D",54,26093,31
"2016","AK",2016-09-15,"Trump","R",54,26093,39
"2016","AK",2016-10-02,"Clinton","D",37,26166,37
"2016","AK",2016-10-02,"Trump","R",37,26166,41
"2016","AK",2016-10-06,"Clinton","D",33,26094,34
"2016","AK",2016-10-06,"Trump","R",33,26094,37
"2016","AK",2016-10-24,"Clinton","D",15,26441,31
"2016","AK",2016-10-24,"Trump","R",15,26441,46
"2016","AK",2016-10-26,"Clinton","D",13,26551,47
"2016","AK",2016-10-26,"Trump","R",13,26551,43
"2016","AK",2016-10-29,"Clinton","D",10,26592,41
"2016","AK",2016-10-29,"Trump","R",10,26592,55
"2016","AK",2016-10-31,"Clinton","D",8,26596,38
"2016","AK",2016-10-31,"Trump","R",8,26596,46
"2016","AK",2016-11-06,"Clinton","D",2,26793,41
"2016","AK",2016-11-06,"Trump","R",2,26793,53
"2016","AK",2016-11-07,"Clinton","D",1,26807,31
"2016","AK",2016-11-07,"Trump","R",1,26807,48
"2016","AL",2016-09-01,"Clinton","D",68,25356,34
"2016","AL",2016-09-01,"Trump","R",68,25356,55
"2016","AL",2016-09-15,"Clinton","D",54,25537,40
"2016","AL",2016-09-15,"Trump","R",54,25537,53
"2016","AL",2016-10-02,"Clinton","D",37,25898,36
"2016","AL",2016-10-02,"Trump","R",37,25898,59
"2016","AL",2016-10-06,"Clinton","D",33,26097,37
"2016","AL",2016-10-06,"Trump","R",33,26097,57
"2016","AL",2016-10-13,"Clinton","D",26,26344,38
"2016","AL",2016-10-13,"Trump","R",26,26344,54
"2016","AL",2016-10-16,"Clinton","D",23,26288,38
"2016","AL",2016-10-16,"Trump","R",23,26288,57
"2016","AL",2016-10-24,"Clinton","D",15,26441,36
"2016","AL",2016-10-24,"Trump","R",15,26441,52
"2016","AL",2016-10-29,"Clinton","D",10,26592,37
"2016","AL",2016-10-29,"Trump","R",10,26592,58
"2016","AL",2016-10-31,"Clinton","D",8,26596,35
"2016","AL",2016-10-31,"Trump","R",8,26596,55
"2016","AL",2016-11-06,"Clinton","D",2,26793,38
"2016","AL",2016-11-06,"Trump","R",2,26793,56
"2016","AL",2016-11-07,"Clinton","D",1,26807,36
"2016","AL",2016-11-07,"Trump","R",1,26807,55
"2016","AR",2016-06-21,"Clinton","D",140,24779,36
"2016","AR",2016-06-21,"Trump","R",140,24779,47
"2016","AR",2016-09-01,"Clinton","D",68,25358,39
"2016","AR",2016-09-01,"Trump","R",68,25358,50
"2016","AR",2016-09-15,"Clinton","D",54,25539,41
"2016","AR",2016-09-15,"Trump","R",54,25539,51
"2016","AR",2016-10-06,"Clinton","D",33,26099,38
"2016","AR",2016-10-06,"Trump","R",33,26099,53
"2016","AR",2016-10-13,"Clinton","D",26,26344,36
"2016","AR",2016-10-13,"Trump","R",26,26344,52
"2016","AR",2016-10-24,"Clinton","D",15,26441,33
"2016","AR",2016-10-24,"Trump","R",15,26441,54
"2016","AR",2016-10-25,"Clinton","D",14,26670,31
"2016","AR",2016-10-25,"Trump","R",14,26670,51
"2016","AR",2016-10-29,"Clinton","D",10,26592,37
"2016","AR",2016-10-29,"Trump","R",10,26592,58
"2016","AR",2016-10-31,"Clinton","D",8,26596,39
"2016","AR",2016-10-31,"Trump","R",8,26596,52
"2016","AR",2016-11-06,"Clinton","D",2,26793,38
"2016","AR",2016-11-06,"Trump","R",2,26793,55
"2016","AR",2016-11-07,"Clinton","D",1,26807,32
"2016","AR",2016-11-07,"Trump","R",1,26807,56
<<<<<<< HEAD
=======
>>>>>>> update
=======
>>>>>>> update
"2016","AZ",2016-05-15,"Clinton","D",177,24504,40
"2016","AZ",2016-05-15,"Trump","R",177,24504,43
"2016","AZ",2016-06-20,"Clinton","D",141,24751,43
"2016","AZ",2016-06-20,"Trump","R",141,24751,45
"2016","AZ",2016-06-23,"Clinton","D",138,24785,40
"2016","AZ",2016-06-23,"Trump","R",138,24785,44
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> update
"2016","AZ",2016-08-05,"Clinton","D",95,25079,42
"2016","AZ",2016-08-05,"Trump","R",95,25079,44
"2016","AZ",2016-08-23,"Clinton","D",77,25252,41
"2016","AZ",2016-08-23,"Trump","R",77,25252,47
"2016","AZ",2016-08-27,"Clinton","D",73,25280,40
"2016","AZ",2016-08-27,"Trump","R",73,25280,39
"2016","AZ",2016-08-28,"Clinton","D",72,25314,43
"2016","AZ",2016-08-28,"Trump","R",72,25314,46
"2016","AZ",2016-08-31,"Clinton","D",69,26257,35
"2016","AZ",2016-08-31,"Trump","R",69,26257,34
"2016","AZ",2016-09-01,"Clinton","D",68,25351,42
"2016","AZ",2016-09-01,"Trump","R",68,25351,42
"2016","AZ",2016-09-08,"Clinton","D",61,25445,40
"2016","AZ",2016-09-08,"Trump","R",61,25445,41
"2016","AZ",2016-09-14,"Clinton","D",55,25626,33
"2016","AZ",2016-09-14,"Trump","R",55,25626,37
"2016","AZ",2016-09-22,"Clinton","D",47,25721,38
"2016","AZ",2016-09-22,"Trump","R",47,25721,40
"2016","AZ",2016-09-29,"Clinton","D",40,25851,44
"2016","AZ",2016-09-29,"Trump","R",40,25851,46
"2016","AZ",2016-09-30,"Clinton","D",39,25986,42
"2016","AZ",2016-09-30,"Trump","R",39,25986,42
"2016","AZ",2016-10-12,"Clinton","D",27,26205,43
"2016","AZ",2016-10-12,"Trump","R",27,26205,42
"2016","AZ",2016-10-13,"Clinton","D",26,26344,39
"2016","AZ",2016-10-13,"Trump","R",26,26344,45
"2016","AZ",2016-10-14,"Clinton","D",25,26220,39
"2016","AZ",2016-10-14,"Trump","R",25,26220,37
"2016","AZ",2016-10-15,"Clinton","D",24,26264,43
"2016","AZ",2016-10-15,"Trump","R",24,26264,38
"2016","AZ",2016-10-16,"Clinton","D",23,26238,44
"2016","AZ",2016-10-16,"Trump","R",23,26238,46
"2016","AZ",2016-10-18,"Clinton","D",21,26340,39
"2016","AZ",2016-10-18,"Trump","R",21,26340,43
"2016","AZ",2016-10-24,"Clinton","D",15,26428,45
"2016","AZ",2016-10-24,"Trump","R",15,26428,45
"2016","AZ",2016-10-27,"Clinton","D",12,26536,40
"2016","AZ",2016-10-27,"Trump","R",12,26536,42
"2016","AZ",2016-10-28,"Clinton","D",11,26549,42
"2016","AZ",2016-10-28,"Trump","R",11,26549,44
"2016","AZ",2016-10-29,"Clinton","D",10,26592,43
"2016","AZ",2016-10-29,"Trump","R",10,26592,51
"2016","AZ",2016-10-30,"Clinton","D",9,26599,41
"2016","AZ",2016-10-30,"Trump","R",9,26599,45
"2016","AZ",2016-10-31,"Clinton","D",8,26596,44
"2016","AZ",2016-10-31,"Trump","R",8,26596,44
"2016","AZ",2016-11-01,"Clinton","D",7,26620,42
"2016","AZ",2016-11-01,"Trump","R",7,26620,47
"2016","AZ",2016-11-02,"Clinton","D",6,26711,39
"2016","AZ",2016-11-02,"Trump","R",6,26711,47
"2016","AZ",2016-11-06,"Clinton","D",2,26792,43
"2016","AZ",2016-11-06,"Trump","R",2,26792,47
"2016","AZ",2016-11-07,"Clinton","D",1,26807,45
"2016","AZ",2016-11-07,"Trump","R",1,26807,42
<<<<<<< HEAD
=======
>>>>>>> update
=======
>>>>>>> update
"2016","CA",2016-05-16,"Clinton","D",176,24574,45
"2016","CA",2016-05-16,"Trump","R",176,24574,33
"2016","CA",2016-05-22,"Clinton","D",170,24538,51
"2016","CA",2016-05-22,"Trump","R",170,24538,39
"2016","CA",2016-05-31,"Clinton","D",161,24593,54
"2016","CA",2016-05-31,"Trump","R",161,24593,33
"2016","CA",2016-06-03,"Clinton","D",158,24612,48
"2016","CA",2016-06-03,"Trump","R",158,24612,33
"2016","CA",2016-06-10,"Clinton","D",151,24674,58
"2016","CA",2016-06-10,"Trump","R",151,24674,30
"2016","CA",2016-07-02,"Clinton","D",129,24831,54
"2016","CA",2016-07-02,"Trump","R",129,24831,27
"2016","CA",2016-07-19,"Clinton","D",112,24984,46
"2016","CA",2016-07-19,"Trump","R",112,24984,30
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> update
"2016","CA",2016-09-01,"Clinton","D",68,25359,53
"2016","CA",2016-09-01,"Trump","R",68,25359,31
"2016","CA",2016-09-08,"Clinton","D",61,25472,54
"2016","CA",2016-09-08,"Trump","R",61,25472,31
"2016","CA",2016-09-11,"Clinton","D",58,25467,57
"2016","CA",2016-09-11,"Trump","R",58,25467,32
"2016","CA",2016-09-13,"Clinton","D",56,25577,50
"2016","CA",2016-09-13,"Trump","R",56,25577,33
"2016","CA",2016-09-14,"Clinton","D",55,25629,57
"2016","CA",2016-09-14,"Trump","R",55,25629,30
"2016","CA",2016-09-15,"Clinton","D",54,25540,63
"2016","CA",2016-09-15,"Trump","R",54,25540,24
"2016","CA",2016-09-18,"Clinton","D",51,25632,47
"2016","CA",2016-09-18,"Trump","R",51,25632,31
"2016","CA",2016-09-28,"Clinton","D",41,25809,59
"2016","CA",2016-09-28,"Trump","R",41,25809,33
"2016","CA",2016-10-06,"Clinton","D",33,26100,61
"2016","CA",2016-10-06,"Trump","R",33,26100,28
"2016","CA",2016-10-13,"Clinton","D",26,26344,64
"2016","CA",2016-10-13,"Trump","R",26,26344,24
"2016","CA",2016-10-15,"Clinton","D",24,26224,56
"2016","CA",2016-10-15,"Trump","R",24,26224,30
"2016","CA",2016-10-23,"Clinton","D",16,26498,54
"2016","CA",2016-10-23,"Trump","R",16,26498,28
"2016","CA",2016-10-24,"Clinton","D",15,26441,54
"2016","CA",2016-10-24,"Trump","R",15,26441,31
"2016","CA",2016-10-29,"Clinton","D",10,26592,58
"2016","CA",2016-10-29,"Trump","R",10,26592,38
"2016","CA",2016-10-30,"Clinton","D",9,26726,56
"2016","CA",2016-10-30,"Trump","R",9,26726,32
"2016","CA",2016-10-31,"Clinton","D",8,26596,55
"2016","CA",2016-10-31,"Trump","R",8,26596,33
"2016","CA",2016-11-06,"Clinton","D",2,26793,57
"2016","CA",2016-11-06,"Trump","R",2,26793,34
"2016","CA",2016-11-07,"Clinton","D",1,26807,56
"2016","CA",2016-11-07,"Trump","R",1,26807,31
<<<<<<< HEAD
=======
>>>>>>> update
=======
>>>>>>> update
"2016","CO",2016-06-24,"Clinton","D",137,24767,40
"2016","CO",2016-06-24,"Trump","R",137,24767,39
"2016","CO",2016-07-08,"Clinton","D",123,24887,41
"2016","CO",2016-07-08,"Trump","R",123,24887,40
"2016","CO",2016-07-09,"Clinton","D",122,24868,45
"2016","CO",2016-07-09,"Trump","R",122,24868,38
"2016","CO",2016-07-11,"Clinton","D",120,24895,41
"2016","CO",2016-07-11,"Trump","R",120,24895,34
"2016","CO",2016-07-12,"Clinton","D",119,24875,43
"2016","CO",2016-07-12,"Trump","R",119,24875,32
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> update
"2016","CO",2016-08-10,"Clinton","D",90,25150,44
"2016","CO",2016-08-10,"Trump","R",90,25150,31
"2016","CO",2016-08-16,"Clinton","D",84,25199,45
"2016","CO",2016-08-16,"Trump","R",84,25199,36
"2016","CO",2016-08-31,"Clinton","D",69,25419,41
"2016","CO",2016-08-31,"Trump","R",69,25419,36
"2016","CO",2016-09-01,"Clinton","D",68,25349,42
"2016","CO",2016-09-01,"Trump","R",68,25349,41
"2016","CO",2016-09-15,"Clinton","D",54,25541,40
"2016","CO",2016-09-15,"Trump","R",54,25541,43
"2016","CO",2016-09-18,"Clinton","D",51,25616,43
"2016","CO",2016-09-18,"Trump","R",51,25616,35
"2016","CO",2016-09-21,"Clinton","D",48,25622,46
"2016","CO",2016-09-21,"Trump","R",48,25622,45
"2016","CO",2016-09-23,"Clinton","D",46,25645,40
"2016","CO",2016-09-23,"Trump","R",46,25645,39
"2016","CO",2016-09-25,"Clinton","D",44,25651,45
"2016","CO",2016-09-25,"Trump","R",44,25651,45
"2016","CO",2016-09-28,"Clinton","D",41,25795,49
"2016","CO",2016-09-28,"Trump","R",41,25795,42
"2016","CO",2016-09-29,"Clinton","D",40,25892,44
"2016","CO",2016-09-29,"Trump","R",40,25892,33
"2016","CO",2016-10-02,"Clinton","D",37,25839,49
"2016","CO",2016-10-02,"Trump","R",37,25839,38
"2016","CO",2016-10-04,"Clinton","D",35,26008,40
"2016","CO",2016-10-04,"Trump","R",35,26008,40
"2016","CO",2016-10-06,"Clinton","D",33,26101,45
"2016","CO",2016-10-06,"Trump","R",33,26101,45
"2016","CO",2016-10-13,"Clinton","D",26,26186,44
"2016","CO",2016-10-13,"Trump","R",26,26186,38
"2016","CO",2016-10-16,"Clinton","D",23,26214,48
"2016","CO",2016-10-16,"Trump","R",23,26214,39
"2016","CO",2016-10-22,"Clinton","D",17,26419,45
"2016","CO",2016-10-22,"Trump","R",17,26419,43
"2016","CO",2016-10-24,"Clinton","D",15,26441,44
"2016","CO",2016-10-24,"Trump","R",15,26441,38
"2016","CO",2016-10-28,"Clinton","D",11,26546,42
"2016","CO",2016-10-28,"Trump","R",11,26546,39
"2016","CO",2016-10-29,"Clinton","D",10,26592,50
"2016","CO",2016-10-29,"Trump","R",10,26592,46
"2016","CO",2016-10-30,"Clinton","D",9,26567,45
"2016","CO",2016-10-30,"Trump","R",9,26567,44
"2016","CO",2016-10-31,"Clinton","D",8,26596,41
"2016","CO",2016-10-31,"Trump","R",8,26596,40
"2016","CO",2016-11-01,"Clinton","D",7,26644,44
"2016","CO",2016-11-01,"Trump","R",7,26644,37
"2016","CO",2016-11-02,"Clinton","D",6,26678,42
"2016","CO",2016-11-02,"Trump","R",6,26678,40
"2016","CO",2016-11-03,"Clinton","D",5,26725,43
"2016","CO",2016-11-03,"Trump","R",5,26725,38
"2016","CO",2016-11-04,"Clinton","D",4,26721,49
"2016","CO",2016-11-04,"Trump","R",4,26721,44
"2016","CO",2016-11-06,"Clinton","D",2,26793,49
"2016","CO",2016-11-06,"Trump","R",2,26793,43
"2016","CO",2016-11-07,"Clinton","D",1,26807,43
"2016","CO",2016-11-07,"Trump","R",1,26807,40
"2016","CT",2016-06-05,"Clinton","D",156,24627,45
"2016","CT",2016-06-05,"Trump","R",156,24627,38
"2016","CT",2016-09-01,"Clinton","D",68,25360,48
"2016","CT",2016-09-01,"Trump","R",68,25360,36
"2016","CT",2016-09-15,"Clinton","D",54,25542,47
"2016","CT",2016-09-15,"Trump","R",54,25542,37
"2016","CT",2016-10-06,"Clinton","D",33,26102,53
"2016","CT",2016-10-06,"Trump","R",33,26102,35
"2016","CT",2016-10-13,"Clinton","D",26,26344,53
"2016","CT",2016-10-13,"Trump","R",26,26344,36
"2016","CT",2016-10-24,"Clinton","D",15,26441,50
"2016","CT",2016-10-24,"Trump","R",15,26441,36
"2016","CT",2016-10-29,"Clinton","D",10,26592,54
"2016","CT",2016-10-29,"Trump","R",10,26592,43
"2016","CT",2016-10-31,"Clinton","D",8,26596,51
"2016","CT",2016-10-31,"Trump","R",8,26596,39
"2016","CT",2016-11-06,"Clinton","D",2,26793,53
"2016","CT",2016-11-06,"Trump","R",2,26793,40
"2016","CT",2016-11-07,"Clinton","D",1,26807,52
"2016","CT",2016-11-07,"Trump","R",1,26807,36
"2016","DE",2016-07-24,"Clinton","D",107,24987,42
"2016","DE",2016-07-24,"Trump","R",107,24987,32
"2016","DE",2016-09-01,"Clinton","D",68,25361,47
"2016","DE",2016-09-01,"Trump","R",68,25361,35
"2016","DE",2016-09-28,"Clinton","D",41,25891,51
"2016","DE",2016-09-28,"Trump","R",41,25891,30
"2016","DE",2016-10-24,"Clinton","D",15,26441,52
"2016","DE",2016-10-24,"Trump","R",15,26441,34
"2016","DE",2016-10-29,"Clinton","D",10,26592,55
"2016","DE",2016-10-29,"Trump","R",10,26592,42
"2016","DE",2016-10-31,"Clinton","D",8,26596,50
"2016","DE",2016-10-31,"Trump","R",8,26596,38
